,sentence,label,split
3284,selfcomplete blog page link https//githubcom,0,test
3285,module 4 4 week 160 hour,0,test
3286,learn spring mvc,0,test
3287,learn view engine thymeleaf,0,test
3288,learn spring security,0,test
3289,use spring mvc spring security spring datum jpa,0,test
3290,complete simple online sale website team 3 write spring mvc combine,1,train
3291,spring security spring datum jpa,0,test
3292,module 5 5 week 230 hour,0,test
3293,learn jquery,1,train
3294,jquery ajax asynchronous handle,1,train
3295,complete website coffee shop management team 3 spring boot,1,train
3296,conjunction spring security spring datum jpalink https//githubcom/39domia,0,test
3297,coffeemanagementapplicationgit,0,test
3298,kanban,0,test
3299,learn learn,0,test
3300,scrum,0,test
3301,plan manage job ,1,train
3302,limit focus complete,0,test
3303,achieve good shortterm longterm goal,0,test
3304,reference person,0,test
3305,mr nguyen huu anh khoa training director,0,test
3306,hue codegym,0,test
3307,company codegym vietnam jsc,0,test
3308,phone number 0935216417,0,test
3309,mr le tuong phuc director codegym,0,test
3310,hue center,0,test
3311,phone number 0812056246,0,test
3312,dinh vinh,0,test
3313,senior stack java developer,1,train
3314,5 year experience software development especially web,1,train
3315,development frontend backend side,1,train
3316,strong experience analysis design software development life cycle,1,train
3317,experience microservice implementation java framework,1,train
3318,experience web application late technology,1,train
3319,quick learn research new hot trend technology,0,test
3320,good time management,1,train
3321,set task priority ,1,train
3322,problem solve,1,train
3323,dob 1992may02,0,test
3324,ddvinhxpro@gmailcom,0,test
3325,phone 84 969291934,0,test
3326,skype dodinhvinh92,0,test
3327,stack developer software architecture consultant base java future,1,train
3328,main java addition,1,train
3329,main database mysql addition sql,1,train
3330,server,0,test
3331,boot,0,test
3332,jdbc template,0,test
3333,server tomcat,0,test
3334,search engine elastic search,0,test
3335,message broker rabbitmq,0,test
3336,cache redi,0,test
3337,t 2 js,0,test
3338,workflow,0,test
3339,jenkin,0,test
3340,smp ant,0,test
3341,os window,0,test
3342,senior java,1,train
3343,nhn viet nam,0,test
3344,hcm city,0,test
3345,comico,0,test
3346,develop new feature,0,test
3347,web mobile application,1,train
3348,work directly multi,0,test
3349,maintain develop new,0,test
3350,feature comic application,0,test
3351,web mobile,1,train
3352,jun 2017 oct 2018,0,test
3353,moca,0,test
3354,report center system,0,test
3355,work team 5,0,test
3356,member develop,0,test
3357,internal report center,0,test
3358,system moca company,0,test
3359,mocas customer,0,test
3360,work directly mocas,0,test
3361,customer clarify requirement,0,test
3362,implement backend service,0,test
3363,api frontend reactjs,1,train
3364,deploy solution server,0,test
3365,spring boot spring web,1,train
3366,mvc spring rest api,1,train
3367,spring security spring,0,test
3368,batch spring jpa jwt,0,test
3369,mybatis elasticsearch,0,test
3370,redi rabbitmq git,0,test
3371,intellij jenkins maven,0,test
3372,mysql management tool,1,train
3373,lombok apache apache,0,test
3374,poi kafka reactjs,0,test
3375,git intellij jenkins maven,0,test
3376,mysql mongodb,1,train
3377,management tool asana,1,train
3378,oct 2016 2017,0,test
3379,pal tech,0,test
3380,merito project onsite,0,test
3381,work singapore,0,test
3382,build online,0,test
3383,bet system,0,test
3384,work product owner,0,test
3385,clarify requirement,0,test
3386,implement core feature test,0,test
3387,deploy client server,0,test
3388,sep 2015 sep 2016,0,test
3389,dac tech vietnam,0,test
3390,backend service,0,test
3391,handler,0,test
3392,develop internal tool,1,train
3393,handle batch,0,test
3394,request backend,0,test
3395,handover source code refactor,0,test
3396,deploy solution client server,0,test
3397,mvc angular 6 glassfish,0,test
3398,nginx micro service,0,test
3399,spring boot spring rest,0,test
3400,mysql jenkins redmine,1,train
3401,svn intellij maven,0,test
3402,spring framework boot,0,test
3403,batch jdbctemplate,0,test
3404,intellij notepad,0,test
3405,gradle mysql jenkins,1,train
3406,git redmine,0,test
3407,microservice project,0,test
3408,work japanese team,0,test
3409,build feature,0,test
3410,line app,0,test
3411,microservice grpc,0,test
3412,server protocol,0,test
3413,buffer,0,test
3414,interface directly japanese,0,test
3415,customer analyst requirement,0,test
3416,involve design core service,1,train
3417,general system architecture,0,test
3418,implement backend service unit,0,test
3419,test deploy service,0,test
3420,production,0,test
3421,python gorm protocol,1,train
3422,git intellij notepad,0,test
3423,docker jenkins mysql,1,train
3424,redi,0,test
3425,analyst design backend,0,test
3426,system implement core feature,0,test
3427,support write technical,1,train
3428,document test deploy,0,test
3429,client server,0,test
3430,java spring web mvc jpa,1,train
3431,spring security jwt,0,test
3432,thymeleaf,0,test
3433,git eclipse notepad,0,test
3434,maven mysql,1,train
3435,management tool jira git,1,train
3436,human resource,0,test
3437,management skill,1,train
3438,work team 4,0,test
3439,developer build,0,test
3440,gen hrm system,0,test
3441,japanese company,0,test
3442,include employee,0,test
3443,management policy,0,test
3444,portal payroll,0,test
3445,yuustay,0,test
3446,le canh duong,0,test
3447,b c k e n d d e v e l o p e r,1,train
3448,nationality viet nam phone 0334580347,0,test
3449,date birth02/02/1993 email mrduong0602@gmailcom,0,test
3450,sex fb facebookcom,0,test
3451,description find access vacation home rental new experience,1,train
3452,place visit world,0,test
3453,position frontend developer,0,test
3454,technology html css bootstrap reactjs,1,train
3455,task build layout new function fix bug,1,train
3456,description study online video,0,test
3457,position ruby developer,1,train
3458,technology rail mysql,1,train
3459,task researchingtechnology maintain build new function,0,test
3460,fix bug,1,train
3461,tryit,0,test
3462,portal,0,test
3463,description manage employee,0,test
3464,technology rail postgre,1,train
3465,task maintain build new function fix bug,1,train
3466,t4oo anydoor,0,test
3467,description translator app,0,test
3468,technology html css bootstrap javascript mysql rail,1,train
3469,task write document build layout new function fix bug,1,train
3470,mamakelly,0,test
3471,description physicianrecommende app everyday information,0,test
3472,expect mother baby,0,test
3473,technology java spring boot postgresql,1,train
3474,voiz,0,test
3475,description audiobook podcast,0,test
3476,technology grapql ruby rail,1,train
3477,task build new function fix bug,1,train
3478,webook,0,test
3479,menicon,0,test
3480,description audiobook,0,test
3481,technology grapql rail,1,train
3482,description logistic,0,test
3483,technology javascript strust 1,1,train
3484,jan 2017 aug 2019,0,test
3485,asiantech,0,test
3486,ruby developer,1,train
3487,develop maintain web server api,1,train
3488,write unit test automation test,1,train
3489,base document,0,test
3490,grapql,0,test
3491,agile scrum git slack,0,test
3492,aug 2019 feb 2020,0,test
3493,wewe jsc,0,test
3494,20-Mar,0,test
3495,develop web server,1,train
3496,research develop java spring,1,train
3497,boot azure cloud,1,train
3498,develop skill develop company,0,test
3499,highskill developer teachnical,0,test
3500,le dinh thinh,0,test
3501,december 5th 2002,0,test
3502,ldt051202@gmailcom,0,test
3503,49/97 nguyen luong bang lien chieu da nang city,0,train
3504,wish professional stable develop,0,train
3505,work environment longterm attachment,0,train
3506,develop professional skill learn new programming,0,train
3507,knowledge thing,0,train
3508,2 year professional,0,train
3509,backend programmer java programming,1,train
3510,learn programming language,0,train
3511,sep 2020 april 2021,0,train
3512,february 2021 march 2021,0,train
3513,insurance sale website,0,train
3514,team size 16 person,0,train
3515,html 5,1,train
3516,discover,0,train
3517,service spring boot mysql workbench 80ce,1,train
3518,firebase toupload image file,0,train
3519,frontend angular 9 html5 bootstrap4 css3,0,train
3520,project managerment registry sell,0,train
3521,refund customer car want buy,0,train
3522,car insurance task list create product,0,train
3523,information database show notification,0,train
3524,create customer edit customer,0,train
3525,validate save database notification,0,train
3526,list customer list customer database,0,train
3527,notification,0,train
3528,participate volunteer,0,train
3529,march 2021 april 2021,0,train
3530,date website,0,train
3531,project revolve social network date,0,train
3532,texte group group task edit personal,0,train
3533,edit edit info validate save,0,train
3534,database notification,0,train
3535,youth union executive board,0,train
3536,commissioner,0,train
3537,participate volunteer activity organize youth,0,train
3538,union village commune,0,train
3539,tran thi tam,0,train
3540,emailtamtran@codegymvn,0,train
3541,tran ngoc phuoc,0,train
3542,mobile 0984641362,0,train
3543,email phuoc04012000@gmailcom,0,train
3544,apply php intern developer,1,train
3545,date birth 04/01/2000,0,train
3546,phone 0984641362,0,train
3547,address 300/4 cua dai street hoi city quang nam,0,train
3548,professional developer,0,train
3549,exceed limit,0,train
3550,learn possible good order accomplish task,0,train
3551,oct 2020 apr 2021,0,train
3552,iviettech professional programmer training center,0,train
3553,major php developer,1,train
3554,grade excellent gpa 93/10,0,train
3555,php web developer,1,train
3556,work github teamwork,1,train
3557,develop project laravel framework 58,1,train
3558,html css javascript php,1,train
3559,mac os,0,train
3560,read skill good material,0,train
3561,listen skill normal,1,train
3562,speak skill normal,0,train
3563,write skill normal,1,train
3564,hotel book management mar 2021 apr 2021,0,train
3565,management book hotel,0,train
3566,build website function,0,train
3567,list room,0,train
3568,filter room available book,0,train
3569,allow guest create book registration / login,0,train
3570,allow admin comment room,0,train
3571,allow admin manage entire system,0,train
3572,responsibility analyze design,1,train
3573,laravel version 58 write code,1,train
3574,technology visual studio code laravel valet jquery ajax boostrap,1,train
3575,link source code https//githubcom,0,train
3576,cms jan 2021 feb 2021,0,train
3577,course management system,1,train
3578,project build website manage course student deploy,1,train
3579,cloud,0,train
3580,admin manager student staff teacher,0,train
3581,allow staff assign student teacher course,0,train
3582,allow staff create account student,0,train
3583,student update information view course,0,train
3584,teacher view course change information,0,train
3585,responsibility write document uml,1,train
3586,laravel framework write code,1,train
3587,deploy code cloud heroku cloud,0,train
3588,technology visual studio code laravel valet bootstrap heroku cli,1,train
